Timestamp,Temperature,Pressure,FlowRate
28/04/21 18:13,31.4601915271716,128.103908799732,540.341378644865
15/07/21 14:50,19.8821946110635,108.51652453193,561.74949900101
26/07/19 16:25,18.0989874406107,98.4969122192639,467.17910353036
07/07/21 23:25,19.950861549764,94.9371355793717,551.425747243762
24/11/21 23:02,19.7747720075613,110.524757595751,464.216086211281
11/03/21 21:52,20.1519188385703,83.9187909428506,498.959286570475
16/08/21 20:33,17.3860578360757,100.249530171133,443.561800390504
03/10/21 09:36,23.4892271018857,80.3840904428947,542.796677993846
17/07/22 04:41,18.3362544002024,103.802064916744,468.717558852994
21/06/20 08:42,15.5610107464556,97.8642067850273,388.591603498725
31/08/19 03:28,18.0548818332242,101.707949208454,576.81826809035
11/08/19 17:53,20.3358662457334,99.9026670171952,577.924019031394
30/01/21 08:41,20.292363975762,105.286231958892,466.702922698213
04/07/18 07:12,20.618902856789,98.0969200069572,376.576593608946
19/01/20 06:21,20.9086283269553,109.712196747195,456.356309468092
12/11/21 02:13,19.5624787080365,96.9212191193739,445.130685792232
17/09/19 21:20,20.9796236357841,79.3741879372732,496.580990337232
13/02/20 12:04,18.1781072024708,80.0892363623341,474.802883222086
07/05/20 04:54,18.1460781480844,92.8998777032803,509.222496112078
18/09/19 14:12,18.8434242161354,93.9558097101662,443.480193709325
10/01/18 05:35,16.9379312534583,103.171307308485,556.789339990747
29/09/20 18:30,20.702322485371,94.5144667033472,519.908856636415
29/12/20 04:37,15.8290046348389,122.862798907084,397.762027802107
03/02/22 20:07,20.8601918584168,114.872729537851,469.864641674131
09/05/22 06:37,17.8400848816652,92.4431529928097,482.232883397708
14/08/19 09:34,21.753951959668,111.498701509516,474.780269672728
10/12/18 02:20,17.1235313613642,108.449370381963,600.53932394614
05/04/18 21:58,19.4547098239224,78.0031786373234,548.730627046841
11/07/19 04:45,22.0295031427309,101.100429552269,500.108500137355
06/10/18 07:04,22.4167708689227,84.0799494112585,406.898723042006
22/09/20 23:49,21.880728247964,96.6045237664817,529.259059680739
21/05/20 16:41,20.8388026625519,93.4057547174284,438.994332876974
